Job ID,Client ID,Client Email,Client First Name,Client Last Name,Cleaner ID,Cleaner Email,Cleaner First Name,Cleaner Last Name,Property ID,Property Type,Property Size (sqft),Latitude,Longitude,Address,City,Scheduled Date,Start Time,End Time,Client Budget,Services Description,Winning Bid Amount,Bid Estimated Duration (hrs),Total Bids Received,Job Status,Review Overall Rating,Review Comment,Job Created At,Job Completed At
176,1337,client_17@synthetic.test,Client17,Test,1258,cleaner_138@synthetic.test,Cleaner138,TestExperienced,253,house,2624,37.87409175,23.79739184,"123 Synthetic St, Athens",Athens,2025-01-10,14:00,,159.0,Regular cleaning service needed for 2624sqft space,325.0,8.0,8,completed,8,Professional and on time. Recommended.,2025-11-08 17:27:07,2025-11-08 17:27:07
177,1338,client_18@synthetic.test,Client18,Test,1243,cleaner_123@synthetic.test,Cleaner123,TestAverage,254,house,1135,37.97989142,23.61014979,"166 Synthetic St, Athens",Athens,2025-10-26,14:00,,157.0,Need thorough cleaning of 1135sqft house,50.0,5.0,8,completed,8,Professional and on time. Recommended.,2025-11-08 17:27:07,2025-11-08 17:27:07
178,1496,client_176@synthetic.test,Client176,Test,1271,cleaner_151@synthetic.test,Cleaner151,TestBudget,459,office,3268,38.12183385,23.82711283,"50 Synthetic St, Athens",Athens,2025-02-14,12:00,,173.0,Deep cleaning required for office in Athens,180.0,7.0,8,completed,6,"Average cleaning, met basic expectations.",2025-11-08 17:27:07,2025-11-08 17:27:07
179,1515,client_195@synthetic.test,Client195,Test,1189,cleaner_69@synthetic.test,Cleaner69,TestBudget,481,apartment,1333,38.07765531,23.85340671,"120 Synthetic St, Athens",Athens,2025-02-07,08:00,,114.0,Need thorough cleaning of 1333sqft apartment,60.0,6.0,5,completed,7,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:07,2025-11-08 17:27:07
180,1801,client_481@synthetic.test,Client481,Test,1233,cleaner_113@synthetic.test,Cleaner113,TestBudget,870,apartment,849,37.97009063,23.81425742,"11 Synthetic St, Athens",Athens,2025-06-09,08:00,,98.0,Need thorough cleaning of 849sqft apartment,25.0,3.0,4,completed,6,Acceptable service but room for improvement.,2025-11-08 17:27:07,2025-11-08 17:27:07
181,1391,client_71@synthetic.test,Client71,Test,1210,cleaner_90@synthetic.test,Cleaner90,TestPremium,320,house,2737,37.89261896,23.81751124,"190 Synthetic St, Athens",Athens,2025-06-07,11:00,,142.0,Need thorough cleaning of 2737sqft house,410.0,6.0,3,completed,9,Outstanding work. Will definitely hire again!,2025-11-08 17:27:07,2025-11-08 17:27:07
182,1608,client_288@synthetic.test,Client288,Test,1285,cleaner_165@synthetic.test,Cleaner165,TestBudget,609,house,2610,38.12468167,23.8037485,"147 Synthetic St, Athens",Athens,2025-10-11,08:00,,70.0,Deep cleaning required for house in Athens,170.0,8.0,6,completed,6,Acceptable service but room for improvement.,2025-11-08 17:27:07,2025-11-08 17:27:07
183,1477,client_157@synthetic.test,Client157,Test,1260,cleaner_140@synthetic.test,Cleaner140,TestAverage,434,apartment,677,37.88773142,23.75313432,"179 Synthetic St, Athens",Athens,2025-02-10,11:00,,31.0,Need thorough cleaning of 677sqft apartment,20.0,2.0,4,completed,8,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:07,2025-11-08 17:27:07
184,1474,client_154@synthetic.test,Client154,Test,1186,cleaner_66@synthetic.test,Cleaner66,TestAverage,431,office,4100,38.06334796,23.86627769,"49 Synthetic St, Athens",Athens,2024-12-25,13:00,,129.0,Deep cleaning required for office in Athens,405.0,6.0,6,completed,6,Got the job done but not exceptional.,2025-11-08 17:27:07,2025-11-08 17:27:07
185,1507,client_187@synthetic.test,Client187,Test,1124,cleaner_4@synthetic.test,Cleaner4,TestAverage,473,house,1973,38.02545526,23.64045371,"52 Synthetic St, Athens",Athens,2025-09-10,13:00,,75.0,Deep cleaning required for house in Athens,165.0,6.0,5,completed,7,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:07,2025-11-08 17:27:07
186,1675,client_355@synthetic.test,Client355,Test,1189,cleaner_69@synthetic.test,Cleaner69,TestBudget,696,apartment,883,38.06575727,23.6715231,"150 Synthetic St, Athens",Athens,2025-05-18,15:00,,184.0,Need thorough cleaning of 883sqft apartment,30.0,5.0,4,completed,7,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:07,2025-11-08 17:27:07
187,1658,client_338@synthetic.test,Client338,Test,1127,cleaner_7@synthetic.test,Cleaner7,TestAverage,677,apartment,1088,38.07629797,23.60751701,"173 Synthetic St, Athens",Athens,2025-09-27,15:00,,107.0,Regular cleaning service needed for 1088sqft space,55.0,4.0,5,completed,8,Professional and on time. Recommended.,2025-11-08 17:27:07,2025-11-08 17:27:07
188,1742,client_422@synthetic.test,Client422,Test,1287,cleaner_167@synthetic.test,Cleaner167,TestBudget,788,office,3813,38.0211079,23.76295624,"114 Synthetic St, Athens",Athens,2025-01-27,10:00,,55.0,Deep cleaning required for office in Athens,250.0,5.0,7,completed,5,Got the job done but not exceptional.,2025-11-08 17:27:07,2025-11-08 17:27:07
189,1544,client_224@synthetic.test,Client224,Test,1157,cleaner_37@synthetic.test,Cleaner37,TestAverage,526,office,4759,38.05852727,23.79779404,"151 Synthetic St, Athens",Athens,2024-12-08,12:00,,139.0,Deep cleaning required for office in Athens,475.0,6.0,3,completed,7,"Quality work, would use again.",2025-11-08 17:27:07,2025-11-08 17:27:07
190,1587,client_267@synthetic.test,Client267,Test,1310,cleaner_190@synthetic.test,Cleaner190,TestBudget,579,house,2415,38.05384289,23.7287649,"109 Synthetic St, Athens",Athens,2024-11-21,11:00,,192.0,Deep cleaning required for house in Athens,160.0,7.0,6,completed,7,"Quality work, would use again.",2025-11-08 17:27:07,2025-11-08 17:27:07
191,1524,client_204@synthetic.test,Client204,Test,1185,cleaner_65@synthetic.test,Cleaner65,TestAverage,495,office,4061,38.09702761,23.6674206,"174 Synthetic St, Athens",Athens,2025-04-25,16:00,,175.0,Need thorough cleaning of 4061sqft office,395.0,7.0,4,completed,8,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:07,2025-11-08 17:27:07
192,1617,client_297@synthetic.test,Client297,Test,1189,cleaner_69@synthetic.test,Cleaner69,TestBudget,622,house,2823,37.84646987,23.82537449,"150 Synthetic St, Athens",Athens,2025-01-04,15:00,,30.0,Regular cleaning service needed for 2823sqft space,200.0,7.0,6,completed,5,Acceptable service but room for improvement.,2025-11-08 17:27:07,2025-11-08 17:27:07
193,1654,client_334@synthetic.test,Client334,Test,1310,cleaner_190@synthetic.test,Cleaner190,TestBudget,671,apartment,455,38.01093903,23.61595942,"94 Synthetic St, Athens",Athens,2025-03-25,11:00,,115.0,Deep cleaning required for apartment in Athens,10.0,4.0,5,completed,5,Got the job done but not exceptional.,2025-11-08 17:27:07,2025-11-08 17:27:07
194,1348,client_28@synthetic.test,Client28,Test,1171,cleaner_51@synthetic.test,Cleaner51,TestBudget,268,office,3467,38.0268431,23.64095513,"48 Synthetic St, Athens",Athens,2025-03-29,16:00,,135.0,Deep cleaning required for office in Athens,195.0,7.0,4,completed,7,Professional and on time. Recommended.,2025-11-08 17:27:07,2025-11-08 17:27:07
195,1724,client_404@synthetic.test,Client404,Test,1286,cleaner_166@synthetic.test,Cleaner166,TestBudget,765,office,4172,37.95894124,23.71950139,"127 Synthetic St, Athens",Athens,2025-04-01,13:00,,172.0,Regular cleaning service needed for 4172sqft space,230.0,5.0,7,completed,5,Acceptable service but room for improvement.,2025-11-08 17:27:07,2025-11-08 17:27:07
196,1764,client_444@synthetic.test,Client444,Test,1305,cleaner_185@synthetic.test,Cleaner185,TestAverage,817,house,2499,38.0923923,23.58447897,"112 Synthetic St, Athens",Athens,2025-02-22,14:00,,53.0,Need thorough cleaning of 2499sqft house,185.0,7.0,7,completed,6,Acceptable service but room for improvement.,2025-11-08 17:27:07,2025-11-08 17:27:07
197,1506,client_186@synthetic.test,Client186,Test,1128,cleaner_8@synthetic.test,Cleaner8,TestExperienced,472,apartment,446,37.86473085,23.80735406,"191 Synthetic St, Athens",Athens,2025-01-30,08:00,,125.0,Deep cleaning required for apartment in Athens,20.0,2.0,7,completed,8,Professional and on time. Recommended.,2025-11-08 17:27:07,2025-11-08 17:27:07
198,1702,client_382@synthetic.test,Client382,Test,1221,cleaner_101@synthetic.test,Cleaner101,TestPremium,735,apartment,453,37.90764723,23.72693323,"25 Synthetic St, Athens",Athens,2025-09-27,08:00,,38.0,Need thorough cleaning of 453sqft apartment,30.0,4.0,4,completed,9,Excellent service! Very thorough and professional.,2025-11-08 17:27:07,2025-11-08 17:27:07
199,1384,client_64@synthetic.test,Client64,Test,1176,cleaner_56@synthetic.test,Cleaner56,TestPremium,311,house,2810,37.94515896,23.67212507,"148 Synthetic St, Athens",Athens,2025-04-14,15:00,,131.0,Deep cleaning required for house in Athens,380.0,6.0,4,completed,10,Excellent service! Very thorough and professional.,2025-11-08 17:27:07,2025-11-08 17:27:07
200,1706,client_386@synthetic.test,Client386,Test,1183,cleaner_63@synthetic.test,Cleaner63,TestPremium,739,apartment,1181,38.07426739,23.6623862,"15 Synthetic St, Athens",Athens,2025-01-18,10:00,,195.0,Deep cleaning required for apartment in Athens,160.0,4.0,6,completed,10,Excellent service! Very thorough and professional.,2025-11-08 17:27:07,2025-11-08 17:27:07
201,1783,client_463@synthetic.test,Client463,Test,1176,cleaner_56@synthetic.test,Cleaner56,TestPremium,841,office,4545,38.02137097,23.82002435,"57 Synthetic St, Athens",Athens,2025-10-01,16:00,,154.0,Deep cleaning required for office in Athens,585.0,5.0,7,completed,9,Outstanding work. Will definitely hire again!,2025-11-08 17:27:07,2025-11-08 17:27:07
